TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
21,100.94,4.806666666666667,945,45.0,9,False,False,18434.739999999998,124,5555.59,109,12388.36,45,35433.69,78,1,6,57,0,2,4,0.023809523809523808,1,Conservative Low spenders,"Low spends, low money making low risk players"
13,60.64,4.664615384615384,-570,-43.84615384615385,6,False,True,10783.94,74,2657.61,62,6861.360000000001,27,20872.91,48,1,6,58,0,2,17,0.023679417122040074,3,Money losing players,Money losing players
29,117.9,4.06551724137931,-1146,-39.51724137931034,9,False,False,44071.66,225,6785.78,136,16472.07,60,68475.51,155,0,4,47,0,1,29,0.13942307692307693,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
22,79.16,3.598181818181818,-163,-7.409090909090909,9,False,False,39112.86,173,6345.08,104,10336.11,49,55957.049999999996,104,0,9,63,1,0,20,0.06077348066298342,1,Conservative Low spenders,"Low spends, low money making low risk players"
28,120.02,4.286428571428571,-2798,-99.92857142857143,9,False,False,36901.43,264,6448.74,142,13926.71,44,60074.88,113,0,4,64,1,0,24,0.030973451327433628,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
27,102.12,3.7822222222222224,-1108,-41.03703703703704,8,False,False,37656.47,241,6403.55,127,13356.289999999999,52,58524.31,106,0,4,64,0,1,29,0.05672268907563025,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,90.39999999999999,4.304761904761905,2356,112.19047619047619,9,True,True,20595.65,124,4209.64,94,11902.02,29,34351.31,99,0,9,80,0,0,1,-0.11351351351351352,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
11,44.62,4.056363636363636,-715,-65.0,7,True,True,16032.47,105,2256.94,39,6948.04,23,25952.45,50,1,6,61,1,0,5,0.059782608695652176,3,Money losing players,Money losing players
26,133.45,5.132692307692308,7419,285.34615384615387,11,False,False,28395.72,189,6745.46,142,13521.199999999999,56,41243.38,126,1,10,29,0,3,11,-0.030338389731621937,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
17,77.73,4.5723529411764705,-2560,-150.58823529411765,9,False,True,18196.86,152,3484.42,104,8169.03,35,32410.31,66,2,3,56,1,2,16,0.021546261089987327,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,102.87,4.472608695652174,535,23.26086956521739,10,False,False,30125.07,150,5489.12,111,12286.27,54,47365.46,105,1,10,52,1,3,26,-0.5609756097560976,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,88.74,4.93,-2088,-116.0,8,False,False,29936.83,160,5452.08,99,10854.63,35,48331.54,60,2,5,67,0,2,9,-0.02455661664392906,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,66.0,4.125,1537,96.0625,7,False,True,10040.53,63,4651.51,67,6492.860000000001,24,19647.9,76,2,3,64,1,1,29,0.14678899082568808,3,Money losing players,Money losing players
16,70.46,4.40375,845,52.8125,7,False,False,20389.21,173,3559.11,56,9451.23,33,32554.55,73,1,6,79,1,3,22,-0.0851063829787234,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,95.18,4.532380952380953,1023,48.714285714285715,9,False,True,34531.63,209,6080.76,89,10001.4,41,49590.79,99,1,2,69,1,0,8,-0.03436988543371522,1,Conservative Low spenders,"Low spends, low money making low risk players"
11,54.35,4.940909090909091,979,89.0,7,False,True,12629.46,69,2150.95,47,6572.36,23,20373.77,49,0,4,42,0,0,12,0.02286902286902287,3,Money losing players,Money losing players
23,89.29,3.8821739130434785,1321,57.43478260869565,8,False,False,28197.08,171,6244.67,120,9893.6,42,43014.35,98,0,9,56,1,1,29,-1.9166666666666667,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,107.03,4.459583333333334,5313,221.375,9,False,False,27102.39,147,5737.79,117,11197.93,51,38725.11,93,2,3,76,0,0,0,0.96,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,86.78,4.339,117,5.85,9,False,True,20839.43,117,5436.66,90,11462.76,42,37621.85,95,0,4,68,1,2,28,-6.666666666666667,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,106.35,4.254,784,31.36,8,False,True,38182.26,215,6116.4,108,12657.56,44,56172.22,109,1,6,38,1,1,29,0.030599755201958383,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,91.84,4.5920000000000005,1893,94.65,9,False,False,23099.43,197,5232.37,82,10860.34,39,37299.14,88,1,6,75,0,2,16,0.1724137931034483,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,110.49,5.022272727272727,-275,-12.5,10,True,False,33317.1,126,7064.89,140,11654.95,42,52311.94,106,0,4,71,0,2,17,-0.6666666666666666,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,77.56,4.562352941176471,3760,221.1764705882353,8,False,False,25984.79,164,3180.02,78,7828.42,39,33233.23,79,0,4,80,0,1,29,0.048295454545454544,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
28,111.55,3.9839285714285713,3429,122.46428571428571,11,False,False,38970.78,310,6713.1900000000005,126,14498.29,52,56753.259999999995,126,2,8,62,0,3,26,0.07161125319693094,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
29,142.98,4.9303448275862065,-2183,-75.27586206896552,9,False,False,21680.33,217,5950.5,118,14182.51,50,43996.340000000004,111,1,2,67,1,3,11,0.9666666666666667,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,96.23,4.8115000000000006,-2173,-108.65,8,False,False,40818.33,231,6629.53,101,9373.97,42,58994.83,77,2,3,80,1,0,0,0.034722222222222224,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,101.29,5.064500000000001,-988,-49.4,8,False,True,19526.17,132,5294.0,98,6918.36,39,32726.53,85,0,9,77,0,2,3,-0.19801980198019803,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,103.0,5.15,887,44.35,10,True,True,22826.760000000002,127,6880.83,75,12889.82,54,41710.41,103,0,9,58,1,2,15,0.05089058524173028,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,112.10000000000001,5.095454545454546,-607,-27.59090909090909,11,False,False,27835.379999999997,138,5911.1,80,8583.77,52,42937.25,112,0,4,64,0,3,18,0.04631578947368421,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,87.82,5.48875,-542,-33.875,7,False,False,20711.64,126,4346.44,90,6344.85,30,31944.93,83,0,9,74,0,1,29,0.03143418467583497,3,Money losing players,Money losing players
19,93.8,4.936842105263158,3231,170.05263157894737,6,False,True,20935.46,151,5721.3,73,9727.58,39,33153.34,86,0,0,46,0,3,11,0.04212860310421286,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,94.75,4.119565217391305,-4942,-214.8695652173913,11,False,True,29329.24,237,6169.72,77,9557.93,56,49998.89,81,1,6,62,1,0,13,0.03463855421686747,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,88.71000000000001,4.224285714285715,3235,154.04761904761904,8,False,False,16523.11,180,5215.21,119,12170.99,42,30674.31,100,2,8,38,1,3,11,1.05,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
13,57.870000000000005,4.451538461538462,-1629,-125.3076923076923,8,True,False,16282.68,65,3904.11,54,6218.45,16,28034.24,64,0,4,42,0,0,24,-0.016290726817042606,3,Money losing players,Money losing players
20,84.28999999999999,4.214499999999999,2532,126.6,9,False,True,13399.44,98,4860.35,107,11494.27,25,27222.06,88,2,3,75,0,3,22,-0.15625,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,76.5,4.25,-2127,-118.16666666666667,8,False,True,26684.27,153,4113.43,78,9181.25,42,42105.95,83,0,0,34,0,3,7,0.025034770514603615,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,76.99,4.277222222222222,-314,-17.444444444444443,7,False,False,24579.51,118,4839.11,98,7878.35,51,37610.97,69,2,7,78,0,1,29,0.03557312252964427,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,73.41,3.8636842105263156,-670,-35.26315789473684,9,False,False,21110.53,119,5335.78,103,9177.01,29,36293.32,91,1,6,50,0,3,23,0.03130148270181219,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,92.1,4.6049999999999995,-3963,-198.15,9,False,True,20828.09,190,5177.87,94,9083.55,46,39052.51,105,1,6,80,1,1,29,-0.05405405405405406,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,80.42,5.02625,-1179,-73.6875,9,False,False,25425.49,146,3242.1,70,6443.9,27,36290.49,72,1,10,68,0,1,29,0.07960199004975124,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,112.12,4.671666666666667,-1290,-53.75,9,False,False,22590.05,169,7035.05,122,9542.08,49,40457.18,129,0,9,68,0,3,26,0.03488372093023256,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,96.29,4.814500000000001,-2865,-143.25,9,False,False,18026.28,129,3883.2599999999998,95,7569.3,36,32343.84,83,0,0,67,0,3,21,0.0966183574879227,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,79.76,4.6917647058823535,-2205,-129.7058823529412,8,True,True,6606.0599999999995,64,3628.74,56,9277.56,41,21717.36,67,0,4,67,1,3,21,0.09497206703910614,3,Money losing players,Money losing players
23,94.66,4.115652173913043,-2315,-100.65217391304348,10,False,True,16890.79,124,6180.58,101,11889.28,44,37275.65,91,1,2,68,1,1,29,0.08646616541353383,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,67.3,3.738888888888889,2584,143.55555555555554,9,False,False,10940.849999999999,50,4279.57,89,9705.91,35,22342.329999999998,70,0,0,58,1,2,28,0.025787965616045846,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
13,50.519999999999996,3.886153846153846,-1102,-84.76923076923077,8,False,False,20300.02,110,3547.4,49,5766.99,26,30716.41,71,0,4,78,0,2,4,-0.37142857142857144,3,Money losing players,Money losing players
20,79.0,3.95,-3837,-191.85,9,True,False,20710.63,156,4853.59,81,10818.69,30,40219.91,108,1,10,23,1,3,18,0.027586206896551724,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,98.29,4.9145,-2095,-104.75,10,False,False,35228.85,188,5646.31,103,11027.26,36,53997.42,89,0,9,66,0,0,24,0.018467220683287166,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,56.46,4.032857142857143,2079,148.5,7,False,True,15870.98,99,3839.12,77,5428.89,26,23059.99,75,0,0,75,0,2,28,-0.015283842794759825,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,89.08,4.241904761904761,2357,112.23809523809524,9,False,True,20433.34,213,6212.74,92,11814.48,40,36103.56,82,2,8,73,0,3,11,0.04449152542372881,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,111.05,5.288095238095238,2607,124.14285714285714,11,False,False,20696.45,167,5486.65,81,11613.92,34,35190.02,90,1,2,75,1,3,7,-0.07526881720430108,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,72.56,4.268235294117647,5355,315.0,9,False,True,21331.58,98,3799.07,67,8215.88,36,27991.53,85,1,10,59,0,1,29,0.11805555555555555,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,62.92,4.1946666666666665,155,10.333333333333334,7,False,True,21261.12,162,4603.8,73,7388.64,26,33098.56,66,0,9,77,1,0,20,-0.1111111111111111,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,76.18,4.76125,-742,-46.375,10,False,True,18572.41,165,3558.8,54,9365.97,36,32239.18,57,2,5,46,1,0,0,0.016145307769929364,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,66.73,4.448666666666667,-830,-55.333333333333336,9,False,False,18490.760000000002,51,4502.75,48,9683.75,34,33507.26,69,2,7,78,0,3,18,0.10273972602739725,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,104.42999999999999,4.5404347826086955,-1238,-53.82608695652174,10,False,True,44978.46,249,5988.8,110,9304.65,46,61509.91,95,0,0,62,1,0,1,0.0705521472392638,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,78.77,5.251333333333333,1647,109.8,10,True,False,9810.21,46,4254.97,59,7389.88,31,19808.06,61,0,4,32,0,3,7,0.02177068214804064,3,Money losing players,Money losing players
29,129.62,4.469655172413793,2144,73.93103448275862,10,False,False,43898.21,195,8545.82,148,15144.63,56,65444.66,128,0,0,80,1,1,29,0.06430155210643015,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
22,110.37,5.016818181818182,-1020,-46.36363636363637,11,False,False,33101.05,200,6914.75,95,8509.09,52,49544.89,92,0,4,62,0,1,29,0.18487394957983194,1,Conservative Low spenders,"Low spends, low money making low risk players"
26,113.27,4.356538461538461,-2630,-101.15384615384616,9,False,False,50150.47,301,6261.7,101,15147.44,55,74189.61,121,0,0,72,1,2,3,0.026748971193415638,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,96.37,5.072105263157895,-1407,-74.05263157894737,8,False,False,15495.51,132,5100.55,91,10302.35,27,32305.41,91,1,10,53,1,2,4,0.019689119170984457,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,106.83,3.9566666666666666,946,35.03703703703704,9,False,False,34600.17,178,7171.34,98,15341.04,54,56166.55,123,1,2,61,0,0,5,0.0996309963099631,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,110.2,4.791304347826087,4587,199.43478260869566,10,True,False,41928.55,238,6192.55,105,11590.49,52,55124.59,113,1,2,77,1,0,12,0.04267161410018553,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,87.21000000000001,4.152857142857143,-558,-26.571428571428573,8,False,True,21693.48,141,5349.13,84,12050.19,42,39650.8,111,2,5,78,1,1,29,0.037037037037037035,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,93.2,5.177777777777778,-1687,-93.72222222222223,9,True,True,29846.04,73,4686.89,71,9382.49,30,45602.42,77,0,4,76,1,1,29,-0.03098106712564544,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,76.31,4.016315789473684,96,5.052631578947368,9,False,False,19273.37,92,5052.63,95,10373.26,51,34603.26,85,2,8,46,0,3,7,-0.10326086956521739,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
12,63.86,5.321666666666666,2162,180.16666666666666,6,True,False,21564.19,99,3332.84,61,6309.33,18,29044.36,69,0,0,49,0,0,8,0.4444444444444444,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,89.28,4.96,5697,316.5,7,True,False,20454.19,132,4397.2,105,10927.88,48,30082.27,107,2,7,77,0,3,22,-0.03272727272727273,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
